Subj,Cat,Sect,"Class
Nbr",Title,Day,Start,End,Bldg/Room,Type,Instructor,Units,Notes,Available
KIN,1500,10,92501,HIGHER WELLNESS,F,12:40 PM,2:20 PM,SH 243A,LAB,"Le,Lisa Ngoc Linh",,Enrollment for Kinesiology Majors Only,Open
KIN,1500,11,92635,HIGHER WELLNESS,TR,1:00 PM,1:50 PM,KH B1017,LEC,"Espinoza,Jazmin",3.00,Enrollment for Kinesiology Majors Only,Open
KIN,1500,12,92636,HIGHER WELLNESS,TR,2:00 PM,2:50 PM,KH B1017,LAB,"Espinoza,Jazmin",,,Open
KIN,1500,13,92637,HIGHER WELLNESS,MW,1:00 PM,1:50 PM,MUS 112,LEC,"Espinoza,Jazmin",3.00,Enrollment for Kinesiology Majors Only,Open
KIN,1500,14,92638,HIGHER WELLNESS,MW,2:00 PM,2:50 PM,MUS 112,LAB,"Espinoza,Jazmin",,,Open
KIN,1500,15,92664,HIGHER WELLNESS,TR,3:00 PM,3:50 PM,MUS 114,LEC,"Woelfel,Isabel",3.00,,Open
KIN,1500,16,92665,HIGHER WELLNESS,TR,4:00 PM,4:50 PM,MUS 114,LAB,"Woelfel,Isabel",,,Open
KIN,1540,01,92546,SPECIAL ACTIVITIES IN PHYS ED,TR,11:10 AM,12:00 PM,PE 213,ACT,"Taniguchi,Yoshie",1.00,,Open
KIN,1540,02,92547,SPECIAL ACTIVITIES IN PHYS ED,MW,11:00 AM,11:50 AM,PE 213,ACT,"Foster-Hill,Aubre Umeko",1.00,,Open
KIN,1540,03,92548,SPECIAL ACTIVITIES IN PHYS ED,TR,9:00 AM,9:50 AM,PE 123,ACT,"Foster-Hill,Aubre Umeko",1.00,,Open
KIN,1540,04,92549,SPECIAL ACTIVITIES IN PHYS ED,F,12:00 PM,1:40 PM,PE 123,ACT,"Byer,Cera",1.00,,Open
KIN,1540,06,94252,SPECIAL ACTIVITIES IN PHYS ED,TR,10:10 AM,11:00 AM,PE 123,ACT,"Ramirez,Andrea Antillon",1.00,High Energy Dance Cardio,Open
KIN,1540,07,94254,SPECIAL ACTIVITIES IN PHYS ED,TR,5:00 PM,5:50 PM,PE 123,ACT,"Woelfel,Isabel",1.00,,Open
KIN,1540,08,94255,SPECIAL ACTIVITIES IN PHYS ED,MW,4:30 PM,5:20 PM,PE 123,ACT,"Woelfel,Isabel",1.00,,Open
KIN,1540,09,94472,SPECIAL ACTIVITIES IN PHYS ED,MTWR,7:00 AM,7:50 AM,PE 214,ACT,"Daltorio,Robert William",1.00,,Open
KIN,1540,10,94473,SPECIAL ACTIVITIES IN PHYS ED,MTWR,7:00 AM,7:50 AM,PE 214,ACT,"Daltorio,Robert William",1.00,,Open
KIN,1540,11,94783,SPECIAL ACTIVITIES IN PHYS ED,S,10:00 AM,11:40 AM,PE 128,ACT,"Ramirez,Andrea Antillon",1.00,60min Zumba + 40min Yoga,Open
KIN,1540,12,94784,SPECIAL ACTIVITIES IN PHYS ED,TR,10:10 AM,11:00 AM,PE 213,ACT,"Pang,Mae",1.00,,Open
KIN,1540,13,94785,SPECIAL ACTIVITIES IN PHYS ED,F,8:00 AM,9:40 AM,PE 213,ACT,"Pang,Mae",1.00,,Open
KIN,1540,14,95066,SPECIAL ACTIVITIES IN PHYS ED,MW,3:10 PM,4:00 PM,PE 123,ACT,"Zesati,Ruben",1.00,,Open
KIN,1540,15,96131,SPECIAL ACTIVITIES IN PHYS ED,TR,9:00 AM,9:50 AM,PE 213,ACT,"Zesati,Ruben",1.00,,Open
KIN,1540,16,96133,SPECIAL ACTIVITIES IN PHYS ED,S,8:00 AM,9:40 AM,PE 214,ACT,"Gutierrez,Erica Maria",1.00,,Open
KIN,1540,17,96230,SPECIAL ACTIVITIES IN PHYS ED,TR,11:10 AM,12:00 PM,PE 124,ACT,"Hsieh,Christine Lois",1.00,,Open
KIN,1540,18,96231,SPECIAL ACTIVITIES IN PHYS ED,TR,12:10 PM,1:00 PM,PE 213,ACT,"Huang,Chien C.",1.00,,Open
KIN,1540,19,96232,SPECIAL ACTIVITIES IN PHYS ED,TR,11:10 AM,12:00 PM,PE 214,ACT,"Sanchez,Mauricio Jesus",1.00,,Open
KIN,1540,20,96233,SPECIAL ACTIVITIES IN PHYS ED,F,2:00 PM,3:40 PM,PE 213,ACT,"Huang,Chien C.",1.00,,Open
KIN,1540,21,96234,SPECIAL ACTIVITIES IN PHYS ED,F,10:00 AM,11:40 AM,PE 123,ACT,"Byer,Cera",1.00,,Open
KIN,1540,22,96235,SPECIAL ACTIVITIES IN PHYS ED,TR,8:00 AM,8:50 AM,PE 123,ACT,"Foster-Hill,Aubre Umeko",1.00,,Open
KIN,1540,23,96236,SPECIAL ACTIVITIES IN PHYS ED,MW,10:00 AM,10:50 AM,PE 213,ACT,"Foster-Hill,Aubre Umeko",1.00,,Open
KIN,1540,26,97274,SPECIAL ACTIVITIES IN PHYS ED,TR,2:10 PM,3:00 PM,PE 214,ACT,"Haswell,Michael Paul",1.00,Will be using Futsal Courts on Greenlee Plaza,Open
KIN,1540,27,97275,SPECIAL ACTIVITIES IN PHYS ED,TR,3:10 PM,4:00 PM,PE 214,ACT,"Haswell,Michael Paul",1.00,Will be using Futsal Courts on Greenlee Plaza,Open
KIN,1550,02,92528,INDIVIDUAL THERAPEUTIC EXRCISE,TR,2:45 PM,3:35 PM,PE 214,ACT,,1.00,,Open
KIN,2013,01,94816,SWIMMING - INTERMEDIATE,MW,10:00 AM,10:50 AM,PE 214,ACT,"Daltorio,Robert William",1.00,,Open
KIN,2016,01,94187,TENNIS - INTERMEDIATE,TR,10:10 AM,11:00 AM,PE 214,ACT,"Tran,Danny",1.00,,Open
KIN,2040,01,92451,DIET & EXERCISE FOR WGHT MGMT,F,10:00 AM,11:40 AM,PE 120,ACT,"Andrade,Karla Iveth",1.00,,Open
KIN,2150,01,96909,ANATOMICAL KINESIOLOGY,TR,9:25 AM,10:40 AM,FA 218,LEC,"Joseph,Michael Selvan",5.00,,Open
KIN,2150,02,96910,ANATOMICAL KINESIOLOGY,TR,11:00 AM,2:00 PM,PE 134,LAB,"Joseph,Michael Selvan",,,Closed
KIN,2150,03,96911,ANATOMICAL KINESIOLOGY,TR,2:00 PM,5:00 PM,PE 134,LAB,"Joseph,Michael Selvan",,,Open
KIN,2150,04,96912,ANATOMICAL KINESIOLOGY,MW,12:15 PM,1:30 PM,SH 258,LEC,"Joseph,Michael Selvan",5.00,,Open
KIN,2150,05,96913,ANATOMICAL KINESIOLOGY,MW,2:00 PM,5:00 PM,PE 134,LAB,"Joseph,Michael Selvan",,,Closed
KIN,2150,06,96914,ANATOMICAL KINESIOLOGY,MW,5:10 PM,8:10 PM,PE 134,LAB,"Badr,Ahmed",,,Open
KIN,2150,07,96916,ANATOMICAL KINESIOLOGY,TR,8:00 AM,9:15 AM,PE 120,LEC,"Keslacy,Stefan",5.00,,Open
KIN,2150,08,96917,ANATOMICAL KINESIOLOGY,F,8:00 AM,2:00 PM,PE 134,LAB,"Tran,Hai Dang Pham",,,Open
KIN,2150,09,96918,ANATOMICAL KINESIOLOGY,TR,5:10 PM,8:10 PM,PE 134,LAB,"Sharma,Neha",,,Open
KIN,2150,10,97184,ANATOMICAL KINESIOLOGY,MW,9:25 AM,10:40 AM,SH 258,LEC,"Badr,Ahmed",5.00,,Open
KIN,2150,11,97185,ANATOMICAL KINESIOLOGY,TR,8:00 AM,11:00 AM,PE 134,LAB,"Zhou,Jiabin",,,Open
KIN,2150,12,97186,ANATOMICAL KINESIOLOGY,MW,11:00 AM,2:00 PM,PE 134,LAB,"Zhou,Jiabin",,,Closed
KIN,2250,01,96898,PRINCIPLES OF PHYSICAL FITNESS,MW,10:00 AM,10:50 AM,ET A227,LEC,"Hsieh,Christine Lois",3.00,,Open
KIN,2250,02,96899,PRINCIPLES OF PHYSICAL FITNESS,MW,11:00 AM,12:15 PM,PE 124,LAB,"Hsieh,Christine Lois",,,Open
KIN,2250,03,96900,PRINCIPLES OF PHYSICAL FITNESS,TR,2:00 PM,2:50 PM,ET A227,LEC,"Sheard,Ailish Carroll",3.00,,Open
KIN,2250,04,96901,PRINCIPLES OF PHYSICAL FITNESS,TR,3:00 PM,4:15 PM,PE 124,LAB,"Sheard,Ailish Carroll",,,Open
KIN,2250,05,96902,PRINCIPLES OF PHYSICAL FITNESS,MW,1:00 PM,1:50 PM,ET A227,LEC,"Woelfel,Isabel",3.00,,Open
KIN,2250,06,96903,PRINCIPLES OF PHYSICAL FITNESS,MW,2:00 PM,3:15 PM,PE 124,LAB,"Woelfel,Isabel",,,Open
KIN,2250,07,96904,PRINCIPLES OF PHYSICAL FITNESS,TR,8:00 AM,8:50 AM,BIOS 335,LEC,"Woelfel,Isabel",3.00,,Open
KIN,2250,08,96905,PRINCIPLES OF PHYSICAL FITNESS,TR,9:00 AM,10:15 AM,PE 124,LAB,"Woelfel,Isabel",,,Open
KIN,2250,09,96906,PRINCIPLES OF PHYSICAL FITNESS,MW,2:10 PM,3:00 PM,KH B3019,LEC,"Cross,Shannon Jane",3.00,,Open
KIN,2250,10,96907,PRINCIPLES OF PHYSICAL FITNESS,MW,3:30 PM,4:45 PM,PE 124,LAB,"Cross,Shannon Jane",,,Open
KIN,2500,01,92214,INTRODUCTION TO KINESIOLOGY,TR,8:00 AM,8:50 AM,PE 117,LEC,"Frankl,Daniel",2.00,,Open
KIN,2500,02,92215,INTRODUCTION TO KINESIOLOGY,MW,10:00 AM,10:50 AM,PE 120,LEC,"Frankl,Daniel",2.00,,Open
KIN,2500,03,92366,INTRODUCTION TO KINESIOLOGY,TR,1:10 PM,2:00 PM,PE 117,LEC,"Frankl,Daniel",2.00,,Open
KIN,2600,01,92277,COMPUTER APPLICATIONS,MW,8:00 AM,8:50 AM,SH 363,LEC,"Bawden,Curtiss George",3.00,,Open
KIN,2600,02,92278,COMPUTER APPLICATIONS,MW,9:00 AM,10:15 AM,SH 363,LAB,"Bawden,Curtiss George",,,Open
KIN,2600,03,92367,COMPUTER APPLICATIONS,TR,1:00 PM,1:50 PM,SH 363,LEC,"Mancera,Cristina Natali",3.00,,Open
KIN,2600,04,92368,COMPUTER APPLICATIONS,TR,2:00 PM,3:15 PM,SH 363,LAB,"Mancera,Cristina Natali",,,Open
KIN,2600,05,92369,COMPUTER APPLICATIONS,TR,10:00 AM,10:50 AM,SH 362,LEC,"Parth,Adam N",3.00,,Closed
KIN,2600,06,92371,COMPUTER APPLICATIONS,TR,11:00 AM,12:15 PM,SH 362,LAB,"Parth,Adam N",,,Closed
KIN,2600,07,92372,COMPUTER APPLICATIONS,MW,1:00 PM,1:50 PM,SH 363,LEC,"Parth,Adam N",3.00,,Open
KIN,2600,08,92370,COMPUTER APPLICATIONS,MW,2:00 PM,3:15 PM,SH 363,LAB,"Parth,Adam N",,,Open
KIN,2600,09,92494,COMPUTER APPLICATIONS,TR,8:00 AM,8:50 AM,SH 363,LEC,"Parth,Adam N",3.00,,Open
KIN,2600,10,92495,COMPUTER APPLICATIONS,TR,9:00 AM,10:15 AM,SH 363,LAB,"Parth,Adam N",,,Open
KIN,2600,11,92642,COMPUTER APPLICATIONS,TR,5:00 PM,5:50 PM,SH 342,LEC,"Mancera,Cristina Natali",3.00,,Open
KIN,2600,12,92643,COMPUTER APPLICATIONS,TR,6:00 PM,7:15 PM,SH 342,LAB,"Mancera,Cristina Natali",,,Open
KIN,2600,13,92685,COMPUTER APPLICATIONS,MW,11:00 AM,11:50 AM,SH 362,LEC,"Bawden,Curtiss George",3.00,,Closed
KIN,2600,14,92686,COMPUTER APPLICATIONS,MW,12:00 PM,1:15 PM,SH 362,LAB,"Bawden,Curtiss George",,,Closed
KIN,3000,01,92428,PHYSIOLOGICAL BASES NUTRITION,MW,8:00 AM,9:15 AM,SH 246,LEC,"Haswell,Michael Paul",3.00,,Open
KIN,3000,02,93987,PHYSIOLOGICAL BASES NUTRITION,TR,10:50 AM,12:05 PM,SH 246,LEC,,3.00,,Closed
KIN,3010,01,94812,SWIMMING - ADVANCED,MW,10:00 AM,10:50 AM,PE 214,ACT,"Daltorio,Robert William",1.00,,Open
KIN,3100,01,92218,WRITTEN COMM FOR KINESIOLOGY,TR,4:30 PM,5:45 PM,PE 120,LEC,"Bridges,Dwan M",3.00,,Open
KIN,3100,02,92219,WRITTEN COMM FOR KINESIOLOGY,MW,1:40 PM,2:55 PM,PE 120,LEC,"Bridges,Dwan M",3.00,,Closed
KIN,3100,03,92220,WRITTEN COMM FOR KINESIOLOGY,TBA,,,Online,LEC,"Lamas,Catherine Therese",3.00,Instruction is online.,Closed
KIN,3100,03,92220,WRITTEN COMM FOR KINESIOLOGY,M,9:25 AM,10:40 AM,KH C172,LEC,"Lamas,Catherine Therese",3.00,Instruction is online.,Closed
KIN,3100,04,92373,WRITTEN COMM FOR KINESIOLOGY,TBA,,,Online,LEC,"Lamas,Catherine Therese",3.00,Instruction is online.,Closed
KIN,3100,04,92373,WRITTEN COMM FOR KINESIOLOGY,W,9:25 AM,10:40 AM,KH C172,LEC,"Lamas,Catherine Therese",3.00,Instruction is online.,Closed
KIN,3100,05,92483,WRITTEN COMM FOR KINESIOLOGY,MW,3:05 PM,4:20 PM,PE 117,LEC,"Bridges,Dwan M",3.00,,Open
KIN,3100,10,97303,WRITTEN COMM FOR KINESIOLOGY,TR,3:05 PM,4:20 PM,PE 120,LEC,"Bridges,Dwan M",3.00,,Open
KIN,3180,01,96399,"ASSESSMENT OF STUDENT
LEARNING",MW,4:30 PM,5:45 PM,PE 120,LEC,,4.00,,Open
KIN,3180,02,96400,"ASSESSMENT OF STUDENT
LEARNING",MW,6:00 PM,6:50 PM,PE 214,ACT,,,,Open
KIN,3190,01,92276,INSTRUCTIONAL STRATEGIES IN PE,TR,8:00 AM,9:15 AM,ET A227,LEC,"Gonzalez,Stephen J",3.00,,Open
KIN,3210,01,97172,PROFESS RACQUET & TARGET ACT,MW,8:00 AM,8:50 AM,PE 120,LEC,"Gonzalez,Stephen J",4.00,,Open
KIN,3210,02,97173,PROFESS RACQUET & TARGET ACT,MW,9:00 AM,9:50 AM,PE 123,ACT,"Gonzalez,Stephen J",,,Open
KIN,3300,01,92286,EXERCISE PSYCHOLOGY,TR,1:40 PM,2:55 PM,SH 141,LEC,,3.00,,Open
KIN,3300,02,92479,EXERCISE PSYCHOLOGY,MW,9:25 AM,10:40 AM,SH 141,LEC,"Espinoza,Jazmin",3.00,,Open
KIN,3400,01,92290,APPLIED BIOMECHANICS,TR,10:50 AM,12:05 PM,SH 141,LEC,"Cornwell,Andrew",4.00,,Open
KIN,3400,02,92291,APPLIED BIOMECHANICS,T,12:15 PM,2:45 PM,ASCL 110,LAB,"Cornwell,Andrew",,,Closed
KIN,3400,03,92292,APPLIED BIOMECHANICS,M,2:00 PM,4:30 PM,ASCL 110,LAB,"Matthews,Aaron Ryan David",,,Closed
KIN,3400,04,92353,APPLIED BIOMECHANICS,R,12:15 PM,2:45 PM,ASCL 110,LAB,"Sharma,Neha",,,Open
KIN,3400,05,96326,APPLIED BIOMECHANICS,W,2:00 PM,4:30 PM,ASCL 110,LAB,"Sharma,Neha",,,Open
KIN,3400,06,92380,APPLIED BIOMECHANICS,F,8:00 AM,10:30 AM,ASCL 110,LAB,"Matthews,Aaron Ryan David",,,Closed
KIN,3400,07,92381,APPLIED BIOMECHANICS,MW,9:25 AM,10:40 AM,PE 117,LEC,"Cornwell,Andrew",4.00,,Open
KIN,3400,08,92382,APPLIED BIOMECHANICS,M,10:50 AM,1:20 PM,ASCL 110,LAB,"Cornwell,Andrew",,,Closed
KIN,3400,09,92383,APPLIED BIOMECHANICS,W,10:50 AM,1:20 PM,ASCL 110,LAB,"Cornwell,Andrew",,,Closed
KIN,3400,10,92529,APPLIED BIOMECHANICS,F,10:50 AM,1:20 PM,ASCL 110,LAB,"Brodeyan,Raffi",,,Open
KIN,3450,01,92293,PHYSIO EFFECTS OF EXERCISE,MW,10:50 AM,12:05 PM,SH 244,LEC,"Badr,Ahmed",3.00,,Open
KIN,3450,02,92294,PHYSIO EFFECTS OF EXERCISE,TR,8:00 AM,9:15 AM,SH 137,LEC,"Hsieh,Christine Lois",3.00,,Open
KIN,3600,01,96373,PHYSIOL OF EXERCISE & PHYS ACT,TR,8:00 AM,9:15 AM,FA 246,LEC,"Khodiguian,Nazareth",4.00,,Open
KIN,3600,02,96374,PHYSIOL OF EXERCISE & PHYS ACT,T,9:25 AM,11:55 AM,ET C154,LAB,"Brodeyan,Raffi",,,Open
KIN,3600,03,96375,PHYSIOL OF EXERCISE & PHYS ACT,R,9:25 AM,11:55 AM,ET B12,LAB,"Brodeyan,Raffi",,,Open
KIN,3600,04,96376,PHYSIOL OF EXERCISE & PHYS ACT,F,8:00 AM,10:30 AM,ET B12,LAB,"Taleb,Monder Houssem E",,,Open
KIN,3600,05,96377,PHYSIOL OF EXERCISE & PHYS ACT,MW,8:00 AM,9:15 AM,FA 246,LEC,"Khodiguian,Nazareth",4.00,,Open
KIN,3600,06,96378,PHYSIOL OF EXERCISE & PHYS ACT,W,9:25 AM,11:55 AM,ET B12,LAB,"Khodiguian,Nazareth",,,Open
KIN,3600,07,96379,PHYSIOL OF EXERCISE & PHYS ACT,M,9:25 AM,11:55 AM,ET B12,LAB,"Khodiguian,Nazareth",,,Open
KIN,3600,08,96380,PHYSIOL OF EXERCISE & PHYS ACT,W,2:00 PM,4:30 PM,ET B12,LAB,"Haroutounian I,Arpie",,,Closed
KIN,3600,09,96381,PHYSIOL OF EXERCISE & PHYS ACT,TR,9:25 AM,10:40 AM,PE 117,LEC,"Khodiguian,Nazareth",4.00,,Open
KIN,3600,10,96382,PHYSIOL OF EXERCISE & PHYS ACT,T,11:00 AM,1:30 PM,KH B3013,LAB,"Hinahon,Erika Joyce",,,Open
KIN,3600,11,96383,PHYSIOL OF EXERCISE & PHYS ACT,R,11:00 AM,1:30 PM,KH C1071,LAB,"Haroutounian I,Arpie",,,Open
KIN,3600,12,96384,PHYSIOL OF EXERCISE & PHYS ACT,R,2:00 PM,4:30 PM,PE 202,LAB,"Cross,Shannon Jane",,,Closed
KIN,3600,13,96385,PHYSIOL OF EXERCISE & PHYS ACT,MW,1:40 PM,2:55 PM,SH 258,LEC,"Crocker,George Hayes",4.00,,Closed
KIN,3600,14,96386,PHYSIOL OF EXERCISE & PHYS ACT,M,4:30 PM,7:00 PM,KH B3013,LAB,"Acosta,Gilberto Fransisco",,,Closed
KIN,3600,15,96387,PHYSIOL OF EXERCISE & PHYS ACT,W,4:30 PM,7:00 PM,KH B3013,LAB,"Acosta,Gilberto Fransisco",,,Closed
KIN,3650,01,92297,APPL MOTOR LRNG,TR,11:00 AM,11:50 AM,PE 117,LEC,"Dy,Christine Jean",3.00,,Closed
KIN,3650,02,92298,APPL MOTOR LRNG,TR,12:15 PM,1:30 PM,MUS 112,LAB,"Cross,Shannon Jane",,,Closed
KIN,3650,03,92299,APPL MOTOR LRNG,F,8:00 AM,10:45 AM,MUS 112,LAB,"Dees Jr,Damon Lamont",,,Closed
KIN,3650,04,92352,APPL MOTOR LRNG,F,12:00 PM,2:30 PM,BIOS 245,LAB,"Dees Jr,Damon Lamont",,,Closed
KIN,3650,05,92392,APPL MOTOR LRNG,MW,10:00 AM,10:50 AM,SH 162,LEC,"Dy,Christine Jean",3.00,,Open
KIN,3650,06,92393,APPL MOTOR LRNG,MW,11:00 AM,12:15 PM,SH 260,LAB,"Dees Jr,Damon Lamont",,,Closed
KIN,3650,07,92666,APPL MOTOR LRNG,MW,12:20 PM,1:35 PM,SH 242,LAB,"Cross,Shannon Jane",,,Open
KIN,3650,08,93993,APPL MOTOR LRNG,TR,3:05 PM,4:20 PM,PE 117,LAB,"Dees Jr,Damon Lamont",,,Closed
KIN,3650,09,95201,APPL MOTOR LRNG,MW,11:00 AM,12:15 PM,SH 265,LAB,"Ramirez,Joel Enrique",,,Closed
KIN,3650,10,96327,APPL MOTOR LRNG,MW,3:05 PM,4:20 PM,PE 120,LAB,"Dees Jr,Damon Lamont",,,Closed
KIN,3700,01,95039,PSYCHOMOTOR DEVELOPMENT,TR,8:00 AM,9:15 AM,SH 240,LEC,,3.00,,Open
KIN,3700,02,95049,PSYCHOMOTOR DEVELOPMENT,TR,10:50 AM,12:05 PM,MUS 208,LEC,,3.00,,Open
KIN,3750,01,92300,HIST ANALYSIS PHYS ACTIVITY,MW,8:00 AM,9:15 AM,PE 117,LEC,"Frankl,Daniel",3.00,,Open
KIN,3750,02,92396,HIST ANALYSIS PHYS ACTIVITY,TR,10:50 AM,12:05 PM,PE 120,LEC,"Frankl,Daniel",3.00,,Open
KIN,3750,03,92484,HIST ANALYSIS PHYS ACTIVITY,TBA,,,Online,LEC,"Pearce,Debra Joanne",3.00,Instruction is online.,Closed
KIN,3820,01,92398,ANALYSES OF HUMAN MOVEMENT,MWF,12:15 PM,1:22 PM,SH 246,LEC,"Simmons,Cheryl Arlene",4.00,,Open
KIN,3820,02,95046,ANALYSES OF HUMAN MOVEMENT,MWF,9:25 AM,10:32 AM,FA 219,LEC,"Simmons,Cheryl Arlene",4.00,,Open
KIN,4010,03,97265,CREATING DEVELOPMENTALLY,MW,11:10 AM,12:00 PM,KH B4008,LEC,"Curtiss,Katharine Maureen",3.00,,Open
KIN,4010,04,97266,CREATING DEVELOPMENTALLY,MW,12:00 PM,1:15 PM,MUS 115,ACT,"Curtiss,Katharine Maureen",,,Open
KIN,4050,01,92304,SECONDARY SCHOOL PHYSICAL ED,MW,1:40 PM,2:55 PM,KH B4018,LEC,"Cordova,Sierra Christine",4.00,,Open
KIN,4050,02,92399,SECONDARY SCHOOL PHYSICAL ED,MW,3:00 PM,3:50 PM,KH B4018,ACT,"Cordova,Sierra Christine",,,Open
KIN,4200,01,92305,DEVELOPMENT OF PHYSICAL ACTIVI,W,9:00 AM,9:50 AM,PE 120,LEC,"Cordova,Sierra Christine",2.00,,Open
KIN,4200,02,92306,DEVELOPMENT OF PHYSICAL ACTIVI,W,10:00 AM,11:45 AM,KH B2006,ACT,"Cordova,Sierra Christine",,,Open
KIN,4210,01,92307,YOUTH DEVEL & PHYSICAL ACTIVTY,TR,9:25 AM,10:40 AM,KH B3015,SEM,"Gonzalez,Stephen J",3.00,,Open
KIN,4220,01,95395,"COMMNTY SRVC LEARNING & PHYS
A",TR,3:00 PM,3:50 PM,KH B1015,SEM,"Curtiss,Katharine Maureen",3.00,,Open
KIN,4220,02,95396,"COMMNTY SRVC LEARNING & PHYS
A",TR,4:00 PM,5:15 PM,KH B1015,LAB,"Curtiss,Katharine Maureen",,,Open
KIN,4250,01,92308,DIMENSIONS OF KIN PHYS DISAB,TR,8:00 AM,9:15 AM,MUS 114,LEC,"Peter,Kenneth S",3.00,,Closed
KIN,4250,05,92582,DIMENSIONS OF KIN PHYS DISAB,MW,10:50 AM,12:05 PM,MUS 114,LEC,"Peter,Kenneth S",3.00,,Closed
KIN,4250,07,97422,DIMENSIONS OF KIN PHYS DISAB,R,6:00 PM,8:45 PM,SH 244,LEC,"Munn,Dale Ruth",3.00,,Open
KIN,4300,01,92422,CARE AND PREV OF ATHL INJURIES,MW,8:00 AM,8:50 AM,PE 128,LEC,"Lupo-Northrup,Jennifer Mae",4.00,,Closed
KIN,4300,02,93994,CARE AND PREV OF ATHL INJURIES,MW,9:00 AM,10:30 AM,PE 128,ACT,"Lupo-Northrup,Jennifer Mae",,,Closed
KIN,4310,02,97308,LOW-INCIDENCE DISABILITIES,W,7:25 PM,10:10 PM,PE 117,LEC,"Beyer,Roberta Lee",3.00,,Open
KIN,4340,01,92310,ORGANIZATIONAL STRATEGIES FOR,M,7:25 PM,10:10 PM,KH B1015,SEM,"Beyer,Roberta Lee",3.00,,Open
KIN,4360,01,92311,PRINCPLES OF MOBILITY TRAINING,MW,9:25 AM,10:40 AM,FA 347,LEC,"Wong,Connie W",4.00,,Open
KIN,4360,02,92438,PRINCPLES OF MOBILITY TRAINING,MW,4:30 PM,6:00 PM,PE 128,LAB,"Su,Jeffrey Tejung",,,Open
KIN,4360,03,92439,PRINCPLES OF MOBILITY TRAINING,MW,4:30 PM,6:00 PM,PE 202,LAB,"Wolhein,Natasha Ivana",,,Closed
KIN,4360,06,92563,PRINCPLES OF MOBILITY TRAINING,TR,9:25 AM,10:40 AM,KH B3018,LEC,"Librando,Joyce-Marie Go",4.00,,Closed
KIN,4360,07,94864,PRINCPLES OF MOBILITY TRAINING,TR,4:30 PM,6:00 PM,PE 128,LAB,"Chinn,Lisa Lai",,,Closed
KIN,4360,08,94865,PRINCPLES OF MOBILITY TRAINING,TR,4:30 PM,6:00 PM,ST F414,LAB,,,,Closed
KIN,4360,11,97255,PRINCPLES OF MOBILITY TRAINING,MW,3:05 PM,4:20 PM,KH C171,LEC,,4.00,"Performance Medicine Personal Training
Based",Open
KIN,4360,12,97256,PRINCPLES OF MOBILITY TRAINING,MW,6:15 PM,7:45 PM,PE 128,LAB,,,,Open
KIN,4360,13,97257,PRINCPLES OF MOBILITY TRAINING,TR,6:15 PM,7:45 PM,PE 128,LAB,,,,Open
KIN,4370,01,92313,DISEASE & PLASTCTY /NEURO SYST,TR,8:00 AM,9:15 AM,BIOS 144,LEC,"Dy,Christine Jean",3.00,,Open
KIN,4380,01,92314,PRINCIPLES-EXERCISE/OLDER ADLT,TR,9:25 AM,10:40 AM,ET A227,LEC,"Simmons,Cheryl Arlene",4.00,,Closed
KIN,4380,02,92315,PRINCIPLES-EXERCISE/OLDER ADLT,T,11:00 AM,12:30 PM,PE 214,LAB,"Abrams,Nyasha Malika",,,Closed
KIN,4380,03,92316,PRINCIPLES-EXERCISE/OLDER ADLT,R,11:00 AM,12:30 PM,PE 202,LAB,"Abrams,Nyasha Malika",,,Closed
KIN,4380,04,92317,PRINCIPLES-EXERCISE/OLDER ADLT,T,12:00 PM,1:30 PM,PE 202,LAB,"Abrams,Nyasha Malika",,,Closed
KIN,4380,05,92432,PRINCIPLES-EXERCISE/OLDER ADLT,R,12:00 PM,1:30 PM,PE 214,LAB,"Abrams,Nyasha Malika",,,Closed
KIN,4380,06,97167,PRINCIPLES-EXERCISE/OLDER ADLT,MW,9:25 AM,10:40 AM,SH 136,LEC,"Simmons,Cheryl Arlene",4.00,,Closed
KIN,4380,07,97168,PRINCIPLES-EXERCISE/OLDER ADLT,M,11:00 AM,12:30 PM,ST F414,LAB,"Defiesta,Dominic John",,,Closed
KIN,4380,08,97169,PRINCIPLES-EXERCISE/OLDER ADLT,W,11:00 AM,12:30 PM,PE 214,LAB,"Defiesta,Dominic John",,,Closed
KIN,4380,09,97170,PRINCIPLES-EXERCISE/OLDER ADLT,M,12:00 PM,1:30 PM,KH C1066B,LAB,"Defiesta,Dominic John",,,Closed
KIN,4380,10,97171,PRINCIPLES-EXERCISE/OLDER ADLT,W,12:00 PM,1:30 PM,PE 214,LAB,"Defiesta,Dominic John",,,Closed
KIN,4390,01,92318,REHABILITATION EXERCISE MACHIN,MW,1:10 PM,2:00 PM,ET A309,LAB,"Landsberger,Samuel E",2.00,,Open
KIN,4420,01,92312,PRACTICUM IN REHABILITATION,MW,1:00 PM,4:00 PM,PE 128,LAB,"Wong,Connie W",2.00,LAB (MC),Open
KIN,4420,02,92565,PRACTICUM IN REHABILITATION,TR,9:00 AM,12:00 PM,ST F414,LAB,"Wong,Connie W",2.00,LAB (MC),Open
KIN,4420,03,92566,PRACTICUM IN REHABILITATION,TR,1:00 PM,4:00 PM,PE 214,LAB,"Librando,Joyce-Marie Go",2.00,LAB (MC),Open
KIN,4420,04,92687,PRACTICUM IN REHABILITATION,MW,1:00 PM,4:00 PM,ST F414,LAB,"Taniguchi,Nathaniel Shigeru
Machado",2.00,LAB (BWST),Open
